CustomerID,I,Iu,Imax,Ep,Eb,Stot,Smax,Savg,NSess
13047.0,1296,89,301,6.251688347162704,2.883182250665274,2614.81,449.7000000000001,290.5344444444445,146
14688.0,2312,133,251,6.718327265627393,4.047885509533491,3394.3900000000003,402.5,178.65210526315792,264
17809.0,305,27,204,4.754887502163471,1.576065823799483,729.45,560.4000000000001,182.3625,27
16098.0,435,24,112,4.30524537369136,2.728076663979239,1107.5100000000002,293.14000000000004,158.21571428571428,54
18074.0,52,8,52,3.0,0.0,185.3,185.3,185.3,8
17420.0,256,23,112,4.4838561897747224,1.4986885704510973,485.08000000000015,215.76,161.69333333333333,25
16250.0,206,21,106,4.349648912578752,0.9876925088958034,373.5400000000001,210.24,186.77,23
12431.0,1725,141,268,6.981886388444885,3.5683979182782086,3811.1500000000015,506.4,272.22499999999997,191
13705.0,330,24,134,4.5465935642949376,1.5430224942057837,492.78000000000003,204.54000000000002,164.26,26
17924.0,222,13,156,3.7004397181410926,1.4885252948977485,703.38,500.28000000000003,175.845,13
13448.0,1452,121,452,6.777215818852945,2.04681521123577,2956.7500000000023,900.4799999999999,492.7916666666667,171
15862.0,382,129,117,6.985828835964023,1.7629066545151115,657.29,280.87999999999994,164.3225,134
16218.0,814,49,402,5.563177895342839,1.9630394323636784,1173.2199999999993,440.69999999999993,234.644,55
14307.0,1804,136,452,6.9833553951502,2.3680153692585284,2682.61,691.01,447.1016666666667,166
17908.0,140,49,140,5.570538035407182,0.0,218.1999999999999,218.1999999999999,218.1999999999999,52
12838.0,345,109,222,6.738548895724723,1.0,575.2999999999998,339.78999999999996,287.65,114
13255.0,94,8,64,3.0,0.9544340029249649,198.46,142.36,99.23,8
16583.0,111,14,111,3.8073549220576055,0.0,233.45000000000002,233.45000000000002,233.45000000000002,14
18085.0,265,25,187,4.582118926162054,0.8935711016541907,689.95,386.04999999999995,344.975,29
13758.0,878,83,278,6.331970464374525,2.487377618042429,1955.3899999999999,538.51,279.34142857142854,91
15983.0,662,78,241,6.171747614477853,1.9865935215372943,1119.9100000000003,337.65,279.9775,103
17968.0,150,73,150,6.146928094887358,0.0,257.15,257.15,257.15,80
16210.0,772,52,164,5.581954882778696,3.5001560030802024,1664.7999999999997,229.85999999999999,118.91428571428571,64
17897.0,211,91,75,6.460115332178977,1.5831950326665196,380.55999999999995,154.83999999999997,126.85333333333334,99
16552.0,105,11,68,3.459431618637298,0.9456603046006402,189.19000000000003,119.4,94.595,11
17951.0,162,10,132,3.321928094887362,1.1567796494470395,208.38000000000002,130.08,69.46000000000001,10
14729.0,195,67,195,6.05055344228541,0.0,290.79,290.79,290.79,69
15012.0,219,106,138,6.679059551143389,0.9825606664869174,343.18999999999977,185.83000000000004,171.595,116
12868.0,921,68,274,5.890004410510336,2.5093358078194927,1534.7100000000007,412.02,255.785,103
17572.0,93,6,30,2.481714572986073,1.9362600275315274,206.85000000000002,70.80000000000001,51.712500000000006,11
14078.0,297,44,73,5.246546262307403,2.5513686497893993,936.72,243.92999999999998,156.12,62
12662.0,1936,120,284,6.633475605392302,3.357707355327376,3256.729999999997,425.8800000000001,296.06636363636375,206
15525.0,370,122,158,6.86088610949054,1.5371542762505523,562.5199999999996,193.76,187.5066666666667,143
14237.0,31,5,31,2.321928094887362,0.0,77.45,77.45,77.45,5
17905.0,177,26,70,4.700439718141092,1.198183947911799,338.59,149.35,112.86333333333333,26
15485.0,908,46,489,5.401650359904833,1.4730263544898303,1388.4599999999996,764.3300000000002,462.8200000000001,63
16955.0,189,11,94,3.3921472236645345,1.5032583347756456,348.86999999999995,165.88,87.2175,18
15350.0,51,5,51,2.321928094887362,0.0,115.65,115.65,115.65,5
15605.0,413,49,121,5.562733897918602,2.2004615143724444,944.5299999999999,270.45000000000005,188.906,53
18144.0,271,15,60,3.673269689515108,3.333660689688186,912.15,176.20000000000002,82.92272727272729,25
15922.0,62,7,62,2.8073549220576046,0.0,208.10000000000002,208.10000000000002,208.10000000000002,7
14594.0,172,40,141,5.26917434767504,0.9522656254366642,273.28,214.15,136.64,43
15165.0,147,20,147,4.321928094887363,0.0,362.7,362.7,362.7,20
16456.0,800,75,216,6.069235677759421,2.0473124681243386,1407.1299999999992,395.20000000000005,281.426,96
17643.0,66,5,66,2.321928094887362,0.0,58.800000000000004,58.800000000000004,58.800000000000004,5
17873.0,590,21,158,4.284683810317086,2.303430687416446,972.46,272.04,194.49200000000002,31
17760.0,130,22,74,4.459431618637295,0.8453509366224365,218.25,115.05000000000001,109.125,22
13468.0,1875,148,131,6.99716649446193,5.0255454127560855,3762.8900000000017,277.07,101.69972972972977,223
16928.0,1394,59,137,5.134967436750797,3.8429094015923186,1867.2200000000007,183.93,109.8364705882353,180
16048.0,144,8,132,3.0,0.5435644431995964,256.44000000000005,251.40000000000003,128.22000000000003,8
16274.0,141,53,141,5.727920454563195,0.0,195.44999999999993,195.44999999999993,195.44999999999993,53
14496.0,112,11,64,3.418295834054489,0.8112781244591328,291.92,152.4,145.95999999999998,12
14696.0,1227,101,239,6.601109161511102,2.786070046707561,1750.7399999999998,284.35,250.1057142857143,113
16539.0,475,35,301,4.987729629951763,1.8255645656200883,1372.9099999999999,442.35,343.2275,44
17025.0,127,7,96,2.8073549220576046,1.3787834934861756,236.45,196.8,78.81666666666668,7
17690.0,1551,148,289,7.052064890161426,3.517427277162245,3278.0200000000004,509.49999999999983,218.5346666666667,198
12947.0,971,72,392,6.0857465243220945,2.21143913016645,1269.5900000000001,378.19000000000005,253.91800000000003,85
18229.0,1374,47,124,5.188755923046491,4.135420364919252,3664.6999999999994,314.4,183.23499999999999,106
14142.0,245,19,245,4.247927513443588,0.0,280.95,280.95,280.95,19
17069.0,1475,100,361,6.5222174283465035,2.8379824006142016,2405.609999999999,501.56,267.29,130
13065.0,67,9,67,3.169925001442312,0.0,138.41,138.41,138.41,9
16835.0,55,7,40,2.8073549220576046,0.9852281360342516,133.15,83.2,66.575,7
15235.0,1298,120,331,6.862714832242583,3.2733250630614528,2015.5099999999998,513.69,167.95916666666668,130
13576.0,929,64,192,5.758739042569065,3.646288356277728,1797.6599999999992,360.16,105.74470588235296,87
18011.0,70,27,70,4.754887502163471,0.0,92.84,92.84,92.84,27
13090.0,1597,80,368,6.0693263101675266,3.289022555765912,3737.1100000000015,764.0399999999998,287.47,116
15694.0,632,36,114,4.944593665917308,3.176342499890166,2380.96,498.84,216.4509090909091,51
14741.0,693,32,166,4.74986776225629,2.5698999044952986,1270.3400000000004,283.53000000000003,211.72333333333336,56
13715.0,518,84,229,6.328995558400932,1.7706791708339822,998.3499999999996,392.52000000000015,199.67,98
17732.0,84,13,84,3.7004397181410926,0.0,222.52000000000004,222.52000000000004,222.52000000000004,13
12855.0,30,3,30,1.584962500721156,0.0,38.1,38.1,38.1,3
17855.0,196,16,196,4.0,0.0,199.01999999999998,199.01999999999998,199.01999999999998,16
14047.0,176,12,105,3.5032583347756456,1.612197222702993,580.2,319.35,145.05,18
13941.0,364,13,104,3.5535088547976788,2.2772925846688996,1389.88,340.8,277.976,24
14135.0,1498,76,257,6.018197114117707,3.6503160027841144,2849.2899999999995,346.35,189.9526666666667,109
13108.0,82,5,82,2.321928094887362,0.0,95.29999999999998,95.29999999999998,95.29999999999998,5
15658.0,199,25,96,4.556088322639177,1.6805735346744015,583.85,243.79999999999998,145.9625,29
14388.0,1707,113,312,6.557024672661247,2.978622455994133,2804.560000000001,429.15000000000003,350.56999999999994,166
14901.0,583,65,134,5.900115724077514,2.851278814612293,1037.7599999999998,186.32000000000002,129.72,82
15955.0,1817,123,370,6.805833345320561,3.2641859408744023,3698.0100000000016,541.1300000000001,264.1435714285714,168
16244.0,849,85,615,6.391249800455487,0.8894663896628687,1475.05,1024.8299999999997,737.5249999999999,88
15111.0,684,59,440,5.798329341690045,1.3515351890811589,1339.6799999999996,802.2000000000002,446.5600000000001,72
14390.0,1612,116,440,6.556818204896309,2.904743393493841,3377.7200000000016,807.1499999999997,375.3022222222221,246
16546.0,385,20,269,4.321928094887363,0.8112781244591328,564.9499999999999,367.54999999999995,282.47499999999997,20
15260.0,807,55,208,5.664596848571468,2.561105009554603,1565.27,345.14,260.87833333333333,68
14491.0,126,12,92,3.584962500721156,0.8112781244591328,220.98000000000002,141.48000000000002,110.49000000000001,12
13305.0,681,36,125,4.9520824266619945,3.060864364918707,1000.2100000000002,186.25,100.021,53
15923.0,40,17,40,4.08746284125034,0.0,78.30000000000003,78.30000000000003,78.30000000000003,17
16752.0,48,5,48,2.321928094887362,0.0,77.69999999999999,77.69999999999999,77.69999999999999,5
17287.0,484,76,119,6.088538968612082,2.587547109941304,694.4599999999998,168.61999999999998,99.20857142857142,106
15363.0,142,15,142,3.906890595608518,0.0,310.1,310.1,310.1,15
12915.0,77,11,49,3.459431618637298,0.9456603046006402,201.05000000000004,127.55,100.525,11
15738.0,1966,45,202,5.167479554194101,3.867616501519464,3804.939999999998,316.9,237.80875,147
14180.0,464,60,44,5.604710215485371,4.367978874687512,1779.8199999999995,212.4,71.19279999999999,101
13117.0,806,59,130,5.807728985732319,2.9428928958997016,840.6999999999997,202.11999999999998,105.0875,69
16916.0,353,121,254,6.884727441389348,0.9421631690835512,498.1800000000002,328.15000000000003,249.09000000000003,128
17964.0,235,74,139,6.118522527728212,0.9023932827949789,326.2500000000001,163.25000000000003,163.125,88
14466.0,793,31,184,4.788925676260469,2.7252908147760864,1400.6500000000005,271.65000000000003,200.09285714285716,59
17235.0,176,21,96,4.334962500721156,0.8708644692353646,357.4599999999999,192.26,178.73,24
16510.0,85,9,85,3.169925001442312,0.0,178.55,178.55,178.55,9
15107.0,71,7,48,2.75,1.75,104.1,61.199999999999996,26.025,8
17976.0,89,52,89,5.690184605506592,0.0,282.6399999999999,282.6399999999999,282.6399999999999,53
14449.0,738,199,300,7.532197241627326,1.9215488118440947,852.5499999999998,286.05999999999995,213.1375,247
16781.0,102,12,102,3.584962500721156,0.0,216.79999999999998,216.79999999999998,216.79999999999998,12
13491.0,791,60,167,5.811655672100882,3.198938717354582,943.3400000000004,154.51999999999998,94.33399999999999,68
17685.0,1402,80,545,6.129279917429453,2.3136015577289957,2499.5600000000004,904.0600000000001,357.08,116
15732.0,167,12,97,3.5465935642949384,0.961236604722876,280.2,142.1,140.1,13
13138.0,471,30,123,4.6336430365009535,2.5335556699401374,946.49,198.44,157.74833333333333,62
17460.0,181,12,51,3.431623565847432,2.1492799881316267,412.17999999999995,101.28,82.436,19
17567.0,1553,99,405,6.499954741663751,2.7935389090708242,2678.0699999999997,699.4499999999999,334.75874999999996,139
16203.0,262,27,104,4.65057194545458,1.9110881420020709,592.9,214.6,148.225,35
15574.0,240,120,150,6.83469808708088,1.080541345525018,438.64999999999986,263.84,109.6625,139
16770.0,439,111,179,6.690979768767551,1.9325385190465003,657.85,207.69999999999993,131.57,134
17838.0,936,68,302,5.973286455784833,2.0734096850844925,1597.4600000000005,476.8599999999999,319.492,82
17228.0,1346,134,261,6.908969524531817,2.833092982379349,1798.9500000000016,398.2599999999998,224.86874999999998,201
17412.0,612,43,130,5.270660903030254,2.775195763503471,1178.74,225.89999999999998,168.39142857142855,61
14775.0,910,53,346,5.708632440797383,1.5830303714862595,879.42,359.76,293.14,55
17659.0,1187,97,283,6.439886330460918,3.103305312864665,2354.8100000000013,529.29,196.23416666666662,124
15646.0,299,28,146,4.807354922057602,1.4097590668037259,342.07,162.08,114.02333333333335,28
13402.0,475,30,289,4.831074987250574,0.9740248644357521,587.2300000000002,312.95,293.615,37
13011.0,13,3,13,1.584962500721156,0.0,50.550000000000004,50.550000000000004,50.550000000000004,3
16029.0,317,4,48,1.6225562489182659,3.875,1144.3500000000001,129.6,76.29,16
16634.0,78,7,60,2.8073549220576046,0.5916727785823275,172.5,119.4,86.25,7
18239.0,785,76,222,6.17488096436816,2.033553016238253,1457.8099999999995,446.81,291.562,84
14576.0,12,1,12,0.0,0.0,35.400000000000006,35.400000000000006,35.400000000000006,1
14865.0,60,3,48,1.584962500721156,0.9182958340544896,43.08,28.08,21.54,3
